City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,dayrut,27.556,30.8076,18.77,30,3,4.04,EG,1734273523
362,al hufuf,25.3646,49.5653,13.19,11,0,7.2,SA,1734273524
363,kerikeri,-35.2268,173.9474,20.51,91,100,1.18,NZ,1734273525
364,ha'il,27.5219,41.6907,11.01,25,0,4.12,SA,1734273527
365,shahapur,19.45,73.3333,22.35,29,5,1.12,IN,1734273528
366,bac lieu,9.285,105.7244,24.27,92,100,8.59,VN,1734273529
367,coahuayana de hidalgo,18.7,-103.6583,26.62,77,86,1.03,MX,1734273530
368,pokhara,28.2333,83.9833,12.15,50,0,2.46,NP,1734273531
369,port lincoln,-34.7333,135.8667,26.42,41,76,2.36,AU,1734273532
370,urumqi,43.801,87.6005,-19.47,85,86,0.0,CN,1734273533
371,lawas,13.764,121.0566,23.92,88,67,2.37,PH,1734273535
372,oltiariq,40.3919,71.4742,0.86,42,100,10.44,UZ,1734273537
373,talara,-4.5772,-81.2719,24.42,64,0,7.2,PE,1734273355
374,at taj,24.2049,23.2857,18.97,24,60,4.69,LY,1734273539
375,kovalam,8.3667,76.9967,29.05,74,40,0.51,IN,1734273540
376,inari,68.906,27.0288,-22.33,97,45,1.73,FI,1734273541
377,ariquemes,-9.9133,-63.0408,25.56,84,100,1.51,BR,1734273543
378,santa cruz,-17.8,-63.1667,30.7,55,20,6.17,BO,1734273317
379,dalandzadgad,43.5708,104.425,-6.55,21,13,0.66,MN,1734273255
380,harstad,68.799,16.5293,-4.66,87,100,24.14,NO,1734273546
381,ola,59.5833,151.2833,-15.4,77,100,6.8,RU,1734273547
382,wynyard,-41.0,145.7167,13.99,92,34,6.71,AU,1734273548
383,zimapan,20.75,-99.35,12.89,79,71,1.07,MX,1734273549
384,lethem,3.3803,-59.7968,33.46,45,82,5.02,GY,1734273551
385,chernyshevskiy,63.0128,112.4714,-35.67,100,73,0.79,RU,1734273552
386,kuala belait,4.5833,114.1833,26.54,86,100,2.43,BN,1734273553
387,nelson bay,-32.7167,152.15,22.27,98,1,3.13,AU,1734273554
388,trairi,-3.2778,-39.2689,30.52,58,14,5.58,BR,1734273471
389,maceio,-9.6658,-35.7353,31.69,58,75,5.66,BR,1734273350
390,tarauaca,-8.1614,-70.7656,31.86,57,100,1.01,BR,1734273557
391,touros,-5.1989,-35.4608,30.13,62,37,6.06,BR,1734273559
392,sitia,35.2,26.0986,16.45,76,33,6.2,GR,1734273560
393,carutapera,-1.195,-46.02,29.91,62,65,3.68,BR,1734273561
394,mamadysh,55.7152,51.408,-10.69,94,100,6.45,RU,1734273562
395,aioun,16.6614,-9.6149,34.59,7,29,8.88,MR,1734273563
396,ilha de mocambique,-15.0342,40.7358,27.84,85,100,6.19,MZ,1734273564
397,bonthe,7.5264,-12.505,32.84,46,4,4.65,SL,1734273566
398,san julian,21.0167,-102.1667,14.71,45,31,2.32,MX,1734273568
399,redcliff,-19.0333,29.7833,29.36,33,86,1.46,ZW,1734273569
400,macas,-2.3167,-78.1167,23.86,78,40,1.54,EC,1734273570
401,alesund,62.4723,6.1549,10.74,88,75,12.86,NO,1734273571
402,bamboo flat,11.7,92.7167,26.05,100,100,1.03,IN,1734273573
403,prince rupert,54.3161,-130.3201,2.83,93,15,3.09,CA,1734273574
404,lyantor,61.6195,72.1555,-12.51,89,99,8.37,RU,1734273575
405,santiago de cao,-7.9589,-79.2392,15.07,94,100,3.09,PE,1734273576
406,fort mcmurray,56.7268,-111.381,-8.23,92,100,5.14,CA,1734273577
407,magadan,59.5667,150.8,-14.63,74,100,5.63,RU,1734273578
